ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m, fX, fY, fZ
387, 6.97165, 4.12914, 8.98397, 0.65291, 7.15414, 0.935374, 1305.82, 14308.3, 1870.75, 1, -1305.82, -14318.1, -1870.75
388, 5.0094, 8.57922, 1.10961, -10.5768, 6.05592, 6.83936, -21153.6, 12111.8, 13678.7, 1, 21153.6, -12121.7, -13678.7
389, 2.19926, 9.12272, 3.63652, 0.0399913, 0.171958, -0.0311314, 79.9826, 343.915, -62.2628, 1, -79.9826, -353.725, 62.2628
390, 3.60722, 4.53559, 3.32137, 13.8739, -76.8609, -6.16252, 27747.7, -153722, -12325, 1, -27747.7, 153712, 12325
391, 3.48016, 8.06727, 7.50491, 5.71994, -6.33076, 2.53143, 11439.9, -12661.5, 5062.87, 1, -11439.9, 12651.7, -5062.87
392, 9.18276, 8.07651, 5.75153, -1.3598, -4.95689, 6.1443, -2719.6, -9913.77, 12288.6, 1, 2719.6, 9903.96, -12288.6
393, 4.18669, 5.77985, 5.20474, 0.333786, -0.217585, -0.465751, 667.573, -435.17, -931.503, 1, -667.573, 425.36, 931.503
394, 5.33165, 4.54047, 1.13263, 49.2768, 331.376, -167.497, 98553.6, 662753, -334994, 1, -98553.6, -662763, 334994
395, 4.4613, 0.743912, 8.67685, 41.599, 2.30025, -0.342888, 83197.9, 4600.5, -685.777, 1, -83197.9, -4610.31, 685.777
396, 7.97773, 5.75687, 2.54568, -1239.01, 198.919, -720.757, -2.47803e+06, 397838, -1.44151e+06, 1, 2.47803e+06, -397848, 1.44151e+06
397, 2.56387, 0.615583, 8.63411, 1.77075, -1.37023, 40.0199, 3541.5, -2740.47, 80039.8, 1, -3541.5, 2730.66, -80039.8
398, 2.79599, 6.81307, 4.63187, -25.0327, -59.7854, -45.4111, -50065.4, -119571, -90822.2, 1, 50065.4, 119561, 90822.2
399, 0.826047, 8.26801, 1.22649, 0.45248, 1.54469, -0.60765, 904.96, 3089.38, -1215.3, 1, -904.96, -3099.19, 1215.3
400, 6.50374, 9.71443, 6.74821, 225.759, 422.031, 284.68, 451518, 844062, 569361, 1, -451518, -844072, -569361
401, 5.35526, 6.14308, 0.703404, -17.8128, 11.9749, 123.13, -35625.6, 23949.9, 246260, 1, 35625.6, -23959.7, -246260
402, 4.94754, 5.20723, 6.47989, 0.173975, -0.973618, 0.180035, 347.949, -1947.24, 360.069, 1, -347.949, 1937.43, -360.069
403, 8.73404, 6.00533, 1.01418, -24.229, -16.7551, 119.097, -48458.1, -33510.2, 238194, 1, 48458.1, 33500.4, -238194
404, 9.80251, 1.37444, 8.70133, 0.0562351, 0.0594837, -0.0473459, 112.47, 118.967, -94.6919, 1, -112.47, -128.777, 94.6919
405, 3.11436, 6.93789, 6.91967, -175.928, -68.2512, 59.0096, -351856, -136502, 118019, 1, 351856, 136493, -118019
406, 4.41658, 0.0118204, 5.08525, 0.113519, -0.240084, 0.493291, 227.039, -480.169, 986.582, 1, -227.039, 470.359, -986.582
407, 9.33806, 2.18079, 0.857679, -2.96204, 5.53609, -5.80232, -5924.09, 11072.2, -11604.6, 1, 5924.09, -11082, 11604.6
408, 7.56642, 6.84049, 1.34813, -1.47965, -0.936699, 0.704059, -2959.29, -1873.4, 1408.12, 1, 2959.29, 1863.59, -1408.12
409, 5.14257, 7.87613, 0.545927, -1.66282, -2.65342, -2.75776, -3325.65, -5306.84, -5515.51, 1, 3325.65, 5297.03, 5515.51
410, 2.05206, 4.80779, 7.59839, -1.71109, 0.142206, 0.426149, -3422.18, 284.413, 852.299, 1, 3422.18, -294.223, -852.299
411, 1.48245, 7.50391, 8.72413, -0.482917, -0.166133, 0.260995, -965.835, -332.265, 521.991, 1, 965.835, 322.455, -521.991
412, 8.72755, 2.19303, 6.42452, -0.295159, -0.0277941, -0.256812, -590.318, -55.5882, -513.624, 1, 590.318, 45.7782, 513.624
413, 8.02259, 7.36683, 1.00713, 1.35899, 0.660719, -1.18656, 2717.98, 1321.44, -2373.12, 1, -2717.98, -1331.25, 2373.12
414, 3.23778, 2.92679, 0.847947, -0.226465, -0.306715, -0.309684, -452.929, -613.43, -619.369, 1, 452.929, 603.62, 619.369
415, 3.7209, 0.406935, 3.91581, 56.6964, -79.6153, 35.2853, 113393, -159231, 70570.7, 1, -113393, 159221, -70570.7
416, 7.65482, 1.24456, 8.49333, -52.5503, 137.773, -50.3823, -105101, 275546, -100765, 1, 105101, -275556, 100765
417, 9.3122, 9.04957, 6.98944, 0.0568844, 0.0139116, 0.102359, 113.769, 27.8233, 204.717, 1, -113.769, -37.6333, -204.717
418, 5.85938, 5.30586, 2.30785, 0.501435, 0.518591, -1.45538, 1002.87, 1037.18, -2910.76, 1, -1002.87, -1046.99, 2910.76
419, 6.23983, 1.88725, 4.85562, -489.799, 365.859, 126.971, -979597, 731718, 253942, 1, 979597, -731728, -253942
420, 0.226805, 5.37755, 6.67168, -0.0934429, -0.0772569, 0.0620617, -186.886, -154.514, 124.123, 1, 186.886, 144.704, -124.123
421, 6.78589, 6.37151, 2.90038, 0.124307, -0.571238, 0.285826, 248.613, -1142.48, 571.652, 1, -248.613, 1132.67, -571.652
422, 7.35224, 8.03962, 6.85202, -1.1045, -3.26416, -2.976, -2209, -6528.32, -5952.01, 1, 2209, 6518.51, 5952.01
423, 3.20575, 6.81415, 6.99938, 135.713, 40.5949, 1.66712, 271425, 81189.9, 3334.25, 1, -271425, -81199.7, -3334.25
424, 6.28782, 4.8816, 8.42477, -0.717801, 0.351722, -0.21998, -1435.6, 703.443, -439.96, 1, 1435.6, -713.253, 439.96
425, 1.43355, 2.36657, 0.557491, 0.0238156, -0.167999, 0.218845, 47.6313, -335.998, 437.691, 1, -47.6313, 326.188, -437.691
426, 4.12057, 3.56286, 7.03828, 3.69457, 0.112095, -2.47008, 7389.14, 224.19, -4940.16, 1, -7389.14, -234, 4940.16
427, 9.66093, 0.172019, 5.77489, -0.230247, -1.87376, -4.62505, -460.495, -3747.52, -9250.1, 1, 460.495, 3737.71, 9250.1
428, 9.78361, 9.87604, 7.84266, 0.0565889, 0.0202856, 0.127418, 113.178, 40.5713, 254.836, 1, -113.178, -50.3813, -254.836
429, 6.79442, 4.06112, 5.25149, 0.035622, -0.071545, 0.381287, 71.244, -143.09, 762.573, 1, -71.244, 133.28, -762.573
430, 7.80564, 0.860997, 8.64362, -5.74319, 9.03862, -1.27575, -11486.4, 18077.2, -2551.5, 1, 11486.4, -18087, 2551.5
431, 9.65536, 7.86391, 1.16346, 1.16231, 1.33357, 0.424223, 2324.62, 2667.15, 848.446, 1, -2324.62, -2676.96, -848.446
432, 6.41332, 7.15455, 3.11099, -264.118, -525.112, 800.507, -528236, -1.05022e+06, 1.60101e+06, 1, 528236, 1.05021e+06, -1.60101e+06
433, 1.85082, 7.89304, 8.6924, 0.165811, 0.546709, 0.582587, 331.623, 1093.42, 1165.17, 1, -331.623, -1103.23, -1165.17
434, 3.57276, 4.25935, 8.46978, -9.44772, -1.80323, -18.6198, -18895.4, -3606.45, -37239.7, 1, 18895.4, 3596.64, 37239.7
435, 6.78643, 0.125822, 9.4426, 4748.09, -13365.4, -26338.6, 9.49618e+06, -2.67307e+07, -5.26773e+07, 1, -9.49618e+06, 2.67307e+07, 5.26773e+07
436, 9.83428, 4.54095, 3.89555, 0.565047, 0.560757, 0.367695, 1130.09, 1121.51, 735.39, 1, -1130.09, -1131.32, -735.39
437, 8.91309, 9.67559, 2.79636, -53.4953, -147.367, -187.122, -106991, -294734, -374244, 1, 106991, 294724, 374244
438, 6.67838, 1.53148, 1.59392, -0.156808, -0.826798, 1.90735, -313.616, -1653.6, 3814.69, 1, 313.616, 1643.79, -3814.69
439, 7.72134, 3.86945, 1.79402, -277.755, 67.462, 150.655, -555510, 134924, 301311, 1, 555510, -134934, -301311
440, 4.83124, 8.68106, 0.200727, 1.13111, -6.27941, -6.20152, 2262.23, -12558.8, -12403, 1, -2262.23, 12549, 12403
441, 9.14937, 2.07186, 5.26898, -55.5171, 3.05606, -1.32154, -111034, 6112.11, -2643.07, 1, 111034, -6121.92, 2643.07
442, 3.32977, 3.5024, 4.43739, -11.5664, -9.81834, 12.7558, -23132.8, -19636.7, 25511.6, 1, 23132.8, 19626.9, -25511.6
443, 4.71001, 5.64567, 1.17987, -7.05945, 3.18183, -28.6687, -14118.9, 6363.66, -57337.4, 1, 14118.9, -6373.47, 57337.4
444, 0.32057, 5.5324, 8.17231, -0.0022357, 0.0623861, -0.0549374, -4.47139, 124.772, -109.875, 1, 4.47139, -134.582, 109.875
445, 0.133745, 3.9548, 2.45066, -0.0986942, 0.0137552, -0.0301716, -197.388, 27.5105, -60.3432, 1, 197.388, -37.3205, 60.3432
446, 7.29739, 6.79534, 0.525212, -6.18956, 8.16767, 4.36967, -12379.1, 16335.3, 8739.33, 1, 12379.1, -16345.1, -8739.33
447, 3.53494, 5.85942, 5.93502, -396.389, -286.075, 157.825, -792779, -572149, 315650, 1, 792779, 572139, -315650
448, 6.04298, 7.22985, 3.43237, -2.02047, -4.48997, -3.68354, -4040.94, -8979.94, -7367.07, 1, 4040.94, 8970.13, 7367.07
449, 3.49868, 4.53026, 3.87393, 127.165, 88.7343, 2.66374, 254330, 177469, 5327.48, 1, -254330, -177478, -5327.48
450, 5.66214, 6.87896, 1.6296, 1.46449, -1.38025, -3.13067, 2928.98, -2760.49, -6261.33, 1, -2928.98, 2750.68, 6261.33
451, 2.04852, 8.60843, 7.22348, 0.184875, -0.232871, -0.231014, 369.751, -465.743, -462.028, 1, -369.751, 455.933, 462.028
452, 5.35938, 3.68612, 7.7226, -21.729, -0.727854, -1.51039, -43458.1, -1455.71, -3020.79, 1, 43458.1, 1445.9, 3020.79
453, 8.02577, 0.151062, 2.20563, 0.108801, -0.513343, -0.306646, 217.602, -1026.69, -613.291, 1, -217.602, 1016.88, 613.291
454, 7.29476, 3.83247, 9.29374, 4.78641, -2.75534, 5.24706, 9572.83, -5510.68, 10494.1, 1, -9572.83, 5500.87, -10494.1
455, 3.33291, 8.86809, 0.101979, 1.17575, 3.63457, -0.319479, 2351.51, 7269.13, -638.958, 1, -2351.51, -7278.94, 638.958
456, 3.72338, 4.99443, 8.19919, 0.119614, 0.526639, -0.25895, 239.229, 1053.28, -517.901, 1, -239.229, -1063.09, 517.901
457, 2.41979, 0.122478, 3.5631, -0.340472, -0.892782, -0.378014, -680.944, -1785.56, -756.029, 1, 680.944, 1775.75, 756.029
458, 1.98599, 7.42452, 3.97519, 1.64459, -9.92791, 6.40503, 3289.18, -19855.8, 12810.1, 1, -3289.18, 19846, -12810.1
459, 1.73162, 0.0669668, 5.72893, 0.741013, -1.60212, -0.821775, 1482.03, -3204.23, -1643.55, 1, -1482.03, 3194.42, 1643.55
460, 5.32519, 7.72848, 1.61137, -0.180917, -0.255351, 0.402397, -361.834, -510.702, 804.794, 1, 361.834, 500.892, -804.794
461, 6.00504, 9.74302, 3.22793, 0.0525409, 0.0304355, 0.120246, 105.082, 60.871, 240.491, 1, -105.082, -70.681, -240.491
462, 6.0369, 8.24634, 1.87107, -2.48225, 1.64389, -1.7434, -4964.5, 3287.78, -3486.79, 1, 4964.5, -3297.59, 3486.79
463, 7.43801, 2.24329, 7.20875, 4.45263, 0.703578, -1.18195, 8905.26, 1407.16, -2363.91, 1, -8905.26, -1416.97, 2363.91
464, 2.41641, 3.77603, 8.47718, 0.00252613, -0.00718395, -0.101259, 5.05226, -14.3679, -202.518, 1, -5.05226, 4.5579, 202.518
465, 1.77968, 0.683687, 6.47821, 2.48261, 0.212464, 1.69988, 4965.22, 424.928, 3399.76, 1, -4965.22, -434.738, -3399.76
466, 1.97383, 0.767582, 0.649389, -0.382809, -0.371323, -0.290595, -765.617, -742.647, -581.191, 1, 765.617, 732.837, 581.191
467, 6.41191, 2.22152, 5.72085, 1.04718, -0.0426789, -1.7772, 2094.35, -85.3578, -3554.4, 1, -2094.35, 75.5478, 3554.4
468, 1.36297, 2.21344, 7.25331, -1.24398, -1.03179, -0.289404, -2487.97, -2063.58, -578.808, 1, 2487.97, 2053.77, 578.808
469, 7.885, 0.230763, 8.6613, -141.154, 77.3386, 139.127, -282308, 154677, 278253, 1, 282308, -154687, -278253
470, 1.2105, 7.77866, 8.32637, -0.731109, 0.0282555, 0.0331549, -1462.22, 56.5111, 66.3099, 1, 1462.22, -66.3211, -66.3099
471, 3.86284, 5.86657, 1.44367, -4.50408, 6.38561, -4.20581, -9008.16, 12771.2, -8411.62, 1, 9008.16, -12781, 8411.62
472, 4.84638, 6.18966, 0.379919, -15.21, 5.43706, -3.60964, -30420.1, 10874.1, -7219.28, 1, 30420.1, -10883.9, 7219.28
473, 8.80305, 9.12858, 0.120667, 260.678, -295.689, 72.8752, 521356, -591379, 145750, 1, -521356, 591369, -145750
474, 0.235991, 2.92144, 6.71613, -16.8754, -4.94932, -6.72852, -33750.8, -9898.64, -13457, 1, 33750.8, 9888.83, 13457
475, 7.08726, 4.31388, 4.53955, 0.347636, 0.055144, -0.19672, 695.272, 110.288, -393.439, 1, -695.272, -120.098, 393.439
476, 2.55623, 2.7263, 7.24265, 3.97356, -1.39059, -1.88289, 7947.11, -2781.19, -3765.78, 1, -7947.11, 2771.38, 3765.78
477, 6.23525, 7.40105, 2.4076, 99.8477, 111.494, -195.314, 199695, 222988, -390627, 1, -199695, -222998, 390627
478, 0.628719, 7.61889, 3.31818, -26.5213, 21.0636, -0.725955, -53042.5, 42127.2, -1451.91, 1, 53042.5, -42137, 1451.91
479, 6.68932, 8.65716, 9.59458, 0.990613, -0.853872, 0.978068, 1981.23, -1707.74, 1956.14, 1, -1981.23, 1697.93, -1956.14
480, 0.676107, 8.71191, 2.81407, 0.51253, -0.343504, 0.229596, 1025.06, -687.009, 459.191, 1, -1025.06, 677.199, -459.191
481, 9.01134, 2.02849, 5.1329, 71.4556, -31.5092, 1.3303, 142911, -63018.4, 2660.6, 1, -142911, 63008.6, -2660.6
482, 6.16807, 4.69592, 7.24664, 53.8117, 6.81923, -47.175, 107623, 13638.5, -94350.1, 1, -107623, -13648.3, 94350.1
483, 6.61749, 8.21462, 5.34139, 0.717789, 0.389014, 0.77171, 1435.58, 778.028, 1543.42, 1, -1435.58, -787.838, -1543.42
484, 5.93333, 8.00792, 6.15512, -55.0639, -25.7778, -3.51197, -110128, -51555.6, -7023.94, 1, 110128, 51545.8, 7023.94
485, 7.88458, 2.0196, 4.07969, -22.6249, 9.05451, 0.2556, -45249.8, 18109, 511.2, 1, 45249.8, -18118.8, -511.2
486, 1.04343, 4.34363, 8.14633, -0.0219226, -0.0148029, -0.062011, -43.8451, -29.6058, -124.022, 1, 43.8451, 19.7958, 124.022
487, 6.43075, 8.45887, 5.54199, -0.137299, -1.00631, -0.948356, -274.598, -2012.63, -1896.71, 1, 274.598, 2002.82, 1896.71
488, 7.07458, 1.02439, 2.61407, -3.6635, 1.02005, -3.56037, -7327, 2040.1, -7120.74, 1, 7327, -2049.91, 7120.74
489, 5.14521, 8.1813, 3.22644, 2.5881, -1.23988, 1.34315, 5176.2, -2479.76, 2686.3, 1, -5176.2, 2469.95, -2686.3
490, 7.86449, 2.32515, 1.26573, -1.46272, -0.059163, -0.266696, -2925.44, -118.326, -533.392, 1, 2925.44, 108.516, 533.392
491, 5.96222, 9.18235, 1.33456, 0.0448769, -0.157661, 1.82202, 89.7538, -315.323, 3644.04, 1, -89.7538, 305.513, -3644.04
492, 7.53275, 8.89611, 3.14201, -5.43652, -2.78774, 0.526633, -10873, -5575.48, 1053.27, 1, 10873, 5565.67, -1053.27
493, 5.62183, 1.09764, 9.4659, 3.64995, 1.17772, 10.1587, 7299.91, 2355.43, 20317.4, 1, -7299.91, -2365.24, -20317.4
494, 9.6162, 0.137449, 9.0181, 0.547999, -1.01071, -0.561198, 1096, -2021.43, -1122.4, 1, -1096, 2011.62, 1122.4
495, 8.19696, 4.48185, 0.985539, -3.84765, -0.803144, -2.35304, -7695.3, -1606.29, -4706.07, 1, 7695.3, 1596.48, 4706.07
496, 5.30137, 6.7641, 9.39013, 27.1868, -15.3366, 8.71282, 54373.6, -30673.2, 17425.6, 1, -54373.6, 30663.4, -17425.6
497, 5.3959, 3.95161, 7.03934, 0.775207, 0.422426, -1.06088, 1550.41, 844.852, -2121.77, 1, -1550.41, -854.662, 2121.77
498, 6.89238, 5.72976, 2.35487, -1.33699, -1.04628, 0.21162, -2673.97, -2092.56, 423.24, 1, 2673.97, 2082.75, -423.24
499, 0.748823, 6.10896, 8.37492, -0.0180549, -0.155254, 0.0138925, -36.1099, -310.507, 27.7851, 1, 36.1099, 300.697, -27.7851
500, 0.187124, 1.49473, 5.17774, -0.292506, -1.17423, -3.16085, -585.011, -2348.47, -6321.7, 1, 585.011, 2338.66, 6321.7
501, 3.95092, 9.48946, 7.36891, -136.8, 78.3839, 550, -273600, 156768, 1.1e+06, 1, 273600, -156778, -1.1e+06
502, 9.37933, 0.951525, 0.255446, -0.320141, -0.477038, -0.928151, -640.282, -954.075, -1856.3, 1, 640.282, 944.265, 1856.3
503, 4.12175, 8.01671, 1.23824, 0.433652, -0.163676, -0.324979, 867.304, -327.352, -649.959, 1, -867.304, 317.542, 649.959
504, 5.613, 7.99965, 2.42273, -1.45508, -0.161672, -0.619944, -2910.15, -323.344, -1239.89, 1, 2910.15, 313.534, 1239.89
505, 3.25333, 9.06463, 2.51717, -1.13245, -6.15234, -1.69295, -2264.9, -12304.7, -3385.91, 1, 2264.9, 12294.9, 3385.91
506, 7.42293, 7.57076, 0.170613, -3.11598, -1.88213, 1.12907, -6231.96, -3764.26, 2258.14, 1, 6231.96, 3754.45, -2258.14
507, 5.44338, 5.47423, 1.29174, 4.81407, 12.9379, -5.60256, 9628.13, 25875.7, -11205.1, 1, -9628.13, -25885.5, 11205.1
508, 8.05861, 2.90961, 0.52374, -5.39781, -3.79813, -2.71981, -10795.6, -7596.26, -5439.62, 1, 10795.6, 7586.45, 5439.62
509, 6.62857, 2.1928, 9.00704, 0.178597, -0.0641267, 4.40368, 357.194, -128.253, 8807.35, 1, -357.194, 118.443, -8807.35
510, 8.70942, 0.688152, 5.24563, 0.142754, 0.493195, -0.565545, 285.507, 986.39, -1131.09, 1, -285.507, -996.2, 1131.09
511, 7.1625, 1.78402, 2.07799, 0.0185213, -0.215301, 0.455566, 37.0425, -430.603, 911.132, 1, -37.0425, 420.793, -911.132
512, 9.57589, 5.98664, 0.704848, 242.663, 72.8723, -142.696, 485326, 145745, -285392, 1, -485326, -145754, 285392
513, 3.9034, 8.31104, 0.144291, 1.81341, -1.29868, -1.76308, 3626.81, -2597.35, -3526.16, 1, -3626.81, 2587.54, 3526.16
514, 1.94328, 9.33765, 5.93986, 0.004889, 0.00368025, -0.244136, 9.778, 7.3605, -488.272, 1, -9.778, -17.1705, 488.272
515, 5.23218, 9.19383, 5.19146, 0.104799, 0.18997, 0.0757697, 209.597, 379.939, 151.539, 1, -209.597, -389.749, -151.539
516, 9.57996, 8.92302, 6.05906, -0.649717, 0.129712, 0.988832, -1299.43, 259.425, 1977.66, 1, 1299.43, -269.235, -1977.66
517, 6.80591, 1.80474, 7.26606, -16.3478, 17.0326, -11.5544, -32695.5, 34065.3, -23108.8, 1, 32695.5, -34075.1, 23108.8
518, 5.92067, 8.90972, 0.0127895, 0.175116, 0.709025, -0.937498, 350.232, 1418.05, -1875, 1, -350.232, -1427.86, 1875
519, 8.09926, 8.81516, 6.75321, 32.9999, 21.9416, -42.1578, 65999.8, 43883.2, -84315.6, 1, -65999.8, -43893, 84315.6
520, 5.00015, 2.33297, 3.11769, 1.52109, -1.14968, 1.76406, 3042.18, -2299.36, 3528.12, 1, -3042.18, 2289.55, -3528.12
521, 3.64431, 4.42324, 4.57029, 1.16677, 0.420833, 8.38858, 2333.54, 841.666, 16777.2, 1, -2333.54, -851.476, -16777.2
522, 4.41514, 3.6223, 2.31488, -0.640007, 1.7709, -3.06766, -1280.01, 3541.81, -6135.31, 1, 1280.01, -3551.62, 6135.31
523, 2.57544, 2.64116, 6.06411, -4.38429, 2.68337, -4.06422, -8768.59, 5366.73, -8128.44, 1, 8768.59, -5376.54, 8128.44
524, 4.91897, 8.84511, 0.764953, -3.16595, 3.34035, 3.68248, -6331.91, 6680.7, 7364.96, 1, 6331.91, -6690.51, -7364.96
525, 8.632, 1.17948, 9.33902, 1.93141, -3.16305, -0.442074, 3862.81, -6326.09, -884.148, 1, -3862.81, 6316.28, 884.148
526, 5.30779, 0.0511908, 1.84039, 0.422919, -0.102335, 0.248136, 845.839, -204.67, 496.272, 1, -845.839, 194.86, -496.272
527, 6.31408, 8.23728, 6.52624, 1.09586, 26.0122, 30.7428, 2191.73, 52024.5, 61485.7, 1, -2191.73, -52034.3, -61485.7
528, 9.32331, 2.70405, 8.27443, -0.153712, -0.508909, 0.112126, -307.425, -1017.82, 224.252, 1, 307.425, 1008.01, -224.252
529, 7.08325, 3.98213, 2.80558, 0.812821, -3.68173, -0.533247, 1625.64, -7363.45, -1066.49, 1, -1625.64, 7353.64, 1066.49
530, 3.86621, 7.10953, 2.37348, -0.0914173, 0.195909, 0.317647, -182.835, 391.818, 635.295, 1, 182.835, -401.628, -635.295
531, 3.79393, 1.06931, 5.17283, 3.18112, -4.99256, -7.4305, 6362.24, -9985.13, -14861, 1, -6362.24, 9975.32, 14861
532, 1.07163, 5.83692, 3.92448, -27.7512, 17.0026, -44.6418, -55502.4, 34005.1, -89283.7, 1, 55502.4, -34014.9, 89283.7
533, 4.29326, 4.6596, 4.53578, -4.71687, -6.90869, -4.62605, -9433.73, -13817.4, -9252.09, 1, 9433.73, 13807.6, 9252.09
534, 1.82243, 9.83326, 7.90093, -3.52496, 1.32405, 6.02861, -7049.92, 2648.11, 12057.2, 1, 7049.92, -2657.92, -12057.2
535, 5.94001, 8.83869, 7.73595, 1.54785, -0.10797, 2.7245, 3095.7, -215.939, 5449.01, 1, -3095.7, 206.129, -5449.01
536, 6.28328, 0.266387, 9.56008, -102.784, 56.8993, -13.8958, -205568, 113799, -27791.5, 1, 205568, -113808, 27791.5
537, 4.49856, 8.48531, 2.83236, 12.545, -302.025, 24.375, 25090.1, -604051, 48749.9, 1, -25090.1, 604041, -48749.9
538, 8.19721, 0.735377, 4.82092, 0.0388849, -0.203481, -0.143167, 77.7699, -406.962, -286.334, 1, -77.7699, 397.152, 286.334
539, 4.32414, 9.53296, 1.68916, -0.726803, -4.34384, 1.28718, -1453.61, -8687.67, 2574.37, 1, 1453.61, 8677.86, -2574.37
540, 0.425771, 4.81068, 5.01121, -0.0623076, -0.104862, 0.0580955, -124.615, -209.725, 116.191, 1, 124.615, 199.915, -116.191
541, 2.72459, 6.12637, 1.84746, -1.5585, 8.31836, -19.9952, -3117.01, 16636.7, -39990.3, 1, 3117.01, -16646.5, 39990.3
542, 5.28855, 2.92708, 0.274649, -1.50544, -0.0573306, -3.02797, -3010.87, -114.661, -6055.94, 1, 3010.87, 104.851, 6055.94
543, 5.3966, 9.56868, 3.71252, 0.997996, 1.0678, -1.03225, 1995.99, 2135.61, -2064.51, 1, -1995.99, -2145.42, 2064.51
544, 0.239315, 2.27859, 6.84754, -69071.8, -9625.79, 16292.4, -1.38144e+08, -1.92516e+07, 3.25849e+07, 1, 1.38144e+08, 1.92516e+07, -3.25849e+07
545, 9.94601, 2.09748, 0.60425, -8.29235, 4.79083, -3.01148, -16584.7, 9581.67, -6022.97, 1, 16584.7, -9591.48, 6022.97
546, 9.16672, 4.1762, 9.81039, -1.01228, -1.34472, 0.451333, -2024.56, -2689.44, 902.666, 1, 2024.56, 2679.63, -902.666
547, 3.73919, 2.16715, 1.82584, 0.67155, -0.110535, -0.976426, 1343.1, -221.07, -1952.85, 1, -1343.1, 211.26, 1952.85
548, 8.50207, 6.03938, 6.52793, -1.35368, 2.29597, 1.85424, -2707.35, 4591.95, 3708.49, 1, 2707.35, -4601.76, -3708.49
549, 5.37417, 4.50423, 5.54153, 2.47129, -0.430357, 0.750647, 4942.59, -860.713, 1501.29, 1, -4942.59, 850.903, -1501.29
550, 5.79259, 5.96894, 3.84733, -7.68389, 26.8817, 5.18978, -15367.8, 53763.3, 10379.6, 1, 15367.8, -53773.1, -10379.6
551, 1.95304, 7.02738, 7.87193, -5.07033, -7.86455, 1.54559, -10140.7, -15729.1, 3091.19, 1, 10140.7, 15719.3, -3091.19
552, 1.06638, 9.08635, 6.77978, 1.23226, -0.810743, -13.7825, 2464.53, -1621.49, -27564.9, 1, -2464.53, 1611.68, 27564.9
553, 6.43799, 9.13726, 7.35669, 1.09119, -0.440602, -3.44288, 2182.38, -881.203, -6885.76, 1, -2182.38, 871.393, 6885.76
554, 9.20409, 7.84214, 9.65291, 2.79262, -14.5541, -0.963372, 5585.23, -29108.2, -1926.74, 1, -5585.23, 29098.4, 1926.74
555, 8.55692, 3.39953, 0.66186, 4.50623, -0.63956, 0.475087, 9012.47, -1279.12, 950.174, 1, -9012.47, 1269.31, -950.174
556, 2.14527, 1.97045, 8.67507, -1.15733, -0.289278, -0.807271, -2314.66, -578.556, -1614.54, 1, 2314.66, 568.746, 1614.54
557, 0.738851, 1.42847, 5.84055, 0.170559, -0.140202, -0.339983, 341.119, -280.405, -679.965, 1, -341.119, 270.595, 679.965
558, 1.43345, 6.88973, 2.88229, -10.195, -4.49963, 8.9364, -20389.9, -8999.27, 17872.8, 1, 20389.9, 8989.46, -17872.8
559, 8.78909, 5.16224, 3.35762, -0.660491, 0.535871, 0.600834, -1320.98, 1071.74, 1201.67, 1, 1320.98, -1081.55, -1201.67
560, 4.77569, 2.31641, 4.62575, 1.98787, 0.0652195, -2.55767, 3975.74, 130.439, -5115.34, 1, -3975.74, -140.249, 5115.34
561, 0.625024, 8.63576, 8.39589, 0.443236, -1.15399, 0.657173, 886.473, -2307.99, 1314.35, 1, -886.473, 2298.18, -1314.35
562, 9.30254, 5.09393, 9.75944, 0.34542, 0.0170491, 0.301565, 690.84, 34.0983, 603.13, 1, -690.84, -43.9083, -603.13
563, 3.54057, 1.27387, 6.34835, 1.16952, -14.3174, 35.4214, 2339.04, -28634.9, 70842.8, 1, -2339.04, 28625, -70842.8
564, 3.50474, 2.54585, 7.83505, -0.462009, 0.194423, -0.787817, -924.018, 388.846, -1575.63, 1, 924.018, -398.656, 1575.63
565, 1.53022, 8.76508, 0.152505, 0.0245329, -0.128018, -0.30734, 49.0659, -256.036, -614.681, 1, -49.0659, 246.226, 614.681
566, 3.91356, 8.7883, 3.79984, 0.172935, 0.674048, 0.290821, 345.87, 1348.1, 581.643, 1, -345.87, -1357.91, -581.643
567, 5.54747, 3.42615, 3.53693, -0.608856, 1.27141, -0.211938, -1217.71, 2542.82, -423.876, 1, 1217.71, -2552.63, 423.876
568, 5.0908, 8.30047, 8.15532, 9.42756, -2.93857, 2.67391, 18855.1, -5877.14, 5347.82, 1, -18855.1, 5867.33, -5347.82
569, 7.66946, 2.48486, 1.66061, -1.87725, -0.768196, 0.351768, -3754.51, -1536.39, 703.536, 1, 3754.51, 1526.58, -703.536
570, 5.24224, 3.39976, 9.5364, 20.444, 52.2824, 16.9073, 40887.9, 104565, 33814.7, 1, -40887.9, -104575, -33814.7
571, 9.53561, 2.81811, 7.31263, 0.0646011, 0.250923, 0.0598941, 129.202, 501.847, 119.788, 1, -129.202, -511.657, -119.788
572, 7.45182, 3.39488, 0.442967, -26861.1, 38038.5, -3201.43, -5.37223e+07, 7.6077e+07, -6.40286e+06, 1, 5.37223e+07, -7.60771e+07, 6.40286e+06
573, 6.62867, 9.43991, 9.06443, -0.991756, 0.0598342, -0.889087, -1983.51, 119.668, -1778.17, 1, 1983.51, -129.478, 1778.17
