ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m, fX, fY, fZ
1587, 0.252695, 1.45149, 7.4708, 3.58558, -0.627497, -1.80088, 7171.17, -1254.99, -3601.77, 1, -7171.17, 1245.18, 3601.77
1588, 4.16232, 5.33472, 1.46439, 4.72264, -3.87437, -29.7099, 9445.28, -7748.74, -59419.8, 1, -9445.28, 7738.93, 59419.8
1589, 6.66519, 6.47484, 7.4111, -1.94295, -3.39572, 3.62501, -3885.9, -6791.44, 7250.02, 1, 3885.9, 6781.63, -7250.02
1590, 7.498, 5.76509, 2.17375, -2428.55, -1035.44, -526.733, -4.8571e+06, -2.07089e+06, -1.05347e+06, 1, 4.8571e+06, 2.07088e+06, 1.05347e+06
1591, 2.72468, 2.20386, 1.9217, -11.185, -14.8543, 31.9997, -22370, -29708.6, 63999.3, 1, 22370, 29698.8, -63999.3
1592, 1.26239, 4.37387, 3.79935, 0.699894, 2.29541, 1.45562, 1399.79, 4590.82, 2911.24, 1, -1399.79, -4600.63, -2911.24
1593, 9.97284, 6.64581, 0.380003, 0.880289, 0.0219916, -0.432168, 1760.58, 43.9832, -864.337, 1, -1760.58, -53.7932, 864.337
1594, 0.16141, 5.15876, 1.15911, 0.015882, -0.441371, 0.541179, 31.7641, -882.742, 1082.36, 1, -31.7641, 872.932, -1082.36
1595, 2.83779, 1.51933, 2.63808, 9.58335, 20.6008, 32.4661, 19166.7, 41201.6, 64932.3, 1, -19166.7, -41211.4, -64932.3
1596, 4.85349, 4.35255, 2.99977, -0.0680935, 0.0129801, -0.110943, -136.187, 25.9603, -221.885, 1, 136.187, -35.7703, 221.885
1597, 2.60305, 3.90814, 0.353091, 1.19305, -2.00576, -1.15997, 2386.1, -4011.51, -2319.95, 1, -2386.1, 4001.7, 2319.95
1598, 0.578435, 0.999747, 5.26442, -0.187579, 0.372672, 0.263233, -375.158, 745.345, 526.465, 1, 375.158, -755.155, -526.465
1599, 6.65174, 6.38559, 0.778953, 7.07318, -6.95576, -0.975524, 14146.4, -13911.5, -1951.05, 1, -14146.4, 13901.7, 1951.05
1600, 1.14429, 7.23663, 5.3275, 0.155378, -0.0219536, -0.112104, 310.756, -43.9072, -224.208, 1, -310.756, 34.0972, 224.208
1601, 4.76719, 5.72903, 4.05216, 0.0710382, -8.41905, 6.60282, 142.076, -16838.1, 13205.6, 1, -142.076, 16828.3, -13205.6
1602, 6.33354, 7.05073, 1.76773, -2.04161, -2.86907, -5.00468, -4083.23, -5738.14, -10009.4, 1, 4083.23, 5728.33, 10009.4
1603, 5.33738, 0.412236, 8.56003, 0.416831, -0.00163558, 2.24412, 833.662, -3.27116, 4488.24, 1, -833.662, -6.53884, -4488.24
1604, 1.18724, 0.512777, 9.35569, -0.0369722, -0.133301, -0.0647535, -73.9444, -266.603, -129.507, 1, 73.9444, 256.793, 129.507
1605, 0.119969, 1.97347, 7.8865, 0.0955016, -0.0713106, 1.06518, 191.003, -142.621, 2130.35, 1, -191.003, 132.811, -2130.35
1606, 1.77178, 2.91413, 0.152646, -0.00958128, 0.0913399, -0.0459439, -19.1626, 182.68, -91.8878, 1, 19.1626, -192.49, 91.8878
1607, 6.16241, 9.49051, 0.761909, 14.4007, -0.888909, -2.3546, 28801.3, -1777.82, -4709.21, 1, -28801.3, 1768.01, 4709.21
1608, 3.00295, 6.30716, 1.26782, 84.5064, 12.557, -169.14, 169013, 25113.9, -338279, 1, -169013, -25123.7, 338279
1609, 1.38344, 8.44325, 6.938, -0.261603, -0.965484, -1.3643, -523.205, -1930.97, -2728.6, 1, 523.205, 1921.16, 2728.6
1610, 7.79226, 5.85311, 2.31026, 3888.42, -649.357, 2465.73, 7.77685e+06, -1.29871e+06, 4.93147e+06, 1, -7.77685e+06, 1.2987e+06, -4.93147e+06
1611, 6.41097, 6.95516, 9.85287, 20.3376, -7.02204, 16.7095, 40675.2, -14044.1, 33419, 1, -40675.2, 14034.3, -33419
1612, 0.463597, 3.37847, 9.10804, 0.0842113, 0.166662, -0.100074, 168.423, 333.323, -200.148, 1, -168.423, -343.133, 200.148
1613, 7.84938, 9.21542, 4.19132, 0.0483927, 0.602299, 0.16173, 96.7854, 1204.6, 323.46, 1, -96.7854, -1214.41, -323.46
1614, 7.47707, 4.74964, 9.97213, 3.34644, -2.1879, 7.53115, 6692.87, -4375.8, 15062.3, 1, -6692.87, 4365.99, -15062.3
1615, 3.89908, 3.70144, 4.11144, 15.2628, 2.07597, -9.31144, 30525.6, 4151.94, -18622.9, 1, -30525.6, -4161.75, 18622.9
1616, 1.22381, 9.47441, 5.7722, -0.0246826, 0.109947, -0.138528, -49.3652, 219.894, -277.057, 1, 49.3652, -229.704, 277.057
1617, 1.15256, 1.87841, 2.82702, 20.0875, 8.66617, -3.09111, 40175, 17332.3, -6182.21, 1, -40175, -17342.2, 6182.21
1618, 8.76443, 1.56408, 4.21087, 16.8782, -1.98303, 7.56852, 33756.3, -3966.07, 15137, 1, -33756.3, 3956.26, -15137
1619, 8.38216, 9.42015, 9.28517, 8.24358, 8.44299, -8.10021, 16487.2, 16886, -16200.4, 1, -16487.2, -16895.8, 16200.4
1620, 9.18158, 9.83392, 2.11862, -0.295206, 0.142812, 0.965867, -590.411, 285.625, 1931.73, 1, 590.411, -295.435, -1931.73
1621, 5.57402, 3.61489, 7.98316, 5.53798, -14.7713, 45.0647, 11076, -29542.7, 90129.4, 1, -11076, 29532.9, -90129.4
1622, 2.95714, 4.92134, 4.5518, 0.529011, -13.806, 11.7258, 1058.02, -27612.1, 23451.6, 1, -1058.02, 27602.2, -23451.6
1623, 7.98698, 0.240985, 6.16509, -14.0229, -10.1813, 6.4487, -28045.7, -20362.5, 12897.4, 1, 28045.7, 20352.7, -12897.4
1624, 0.505717, 7.72254, 5.0858, 0.621339, -3.2967, 0.018477, 1242.68, -6593.4, 36.9541, 1, -1242.68, 6583.59, -36.9541
1625, 4.57318, 0.725813, 7.35725, -12.3091, 29.7821, -7.80005, -24618.2, 59564.2, -15600.1, 1, 24618.2, -59574.1, 15600.1
1626, 7.9556, 3.72705, 2.43719, 1.65287, -1.1329, 3.4562, 3305.74, -2265.8, 6912.4, 1, -3305.74, 2255.99, -6912.4
1627, 0.0637574, 1.21214, 6.32216, -0.164405, -0.791666, -0.430014, -328.811, -1583.33, -860.029, 1, 328.811, 1573.52, 860.029
1628, 6.33303, 9.43791, 3.5404, -0.800911, -1.16891, 0.136184, -1601.82, -2337.81, 272.367, 1, 1601.82, 2328, -272.367
1629, 3.7589, 5.08985, 3.95048, -127.374, 3387.05, -748.176, -254748, 6.77409e+06, -1.49635e+06, 1, 254748, -6.7741e+06, 1.49635e+06
1630, 9.27499, 6.28658, 0.35158, 18.8995, 1.7296, -43.3182, 37799, 3459.21, -86636.4, 1, -37799, -3469.02, 86636.4
1631, 4.84838, 0.826403, 8.95957, 5.20462, -3.07745, -6.00039, 10409.2, -6154.89, -12000.8, 1, -10409.2, 6145.08, 12000.8
1632, 0.90762, 2.60172, 2.70897, 0.285867, 1.28064, 1.43265, 571.734, 2561.28, 2865.3, 1, -571.734, -2571.09, -2865.3
1633, 7.41817, 4.54155, 0.898292, -1.36277, -64.8545, -45.8598, -2725.54, -129709, -91719.6, 1, 2725.54, 129699, 91719.6
1634, 4.50975, 8.79322, 5.27552, 0.189027, -0.929387, -0.0748141, 378.054, -1858.77, -149.628, 1, -378.054, 1848.96, 149.628
1635, 6.36676, 8.98478, 6.85896, 23.1813, -12.0906, 36.8431, 46362.5, -24181.2, 73686.2, 1, -46362.5, 24171.4, -73686.2
1636, 9.3652, 7.57737, 1.35227, -0.100543, -0.223365, 0.804883, -201.087, -446.729, 1609.77, 1, 201.087, 436.919, -1609.77
1637, 0.322499, 3.6634, 8.83847, -0.296713, 0.0473192, 0.151818, -593.427, 94.6384, 303.637, 1, 593.427, -104.448, -303.637
1638, 3.37288, 1.51196, 1.36104, -0.282481, 0.162235, 0.130633, -564.962, 324.469, 261.266, 1, 564.962, -334.279, -261.266
1639, 5.33662, 1.22519, 2.29687, 0.280389, 0.843931, -0.877239, 560.777, 1687.86, -1754.48, 1, -560.777, -1697.67, 1754.48
1640, 7.15155, 0.064611, 7.24705, -0.280811, -0.730213, -0.203354, -561.622, -1460.43, -406.708, 1, 561.622, 1450.62, 406.708
1641, 2.95871, 5.52456, 9.84451, 44.3583, 6.56118, -24.6001, 88716.7, 13122.4, -49200.3, 1, -88716.7, -13132.2, 49200.3
1642, 7.01023, 1.34179, 8.24502, -6.24494, -4.23656, 4.57268, -12489.9, -8473.12, 9145.36, 1, 12489.9, 8463.31, -9145.36
1643, 0.201402, 7.43613, 3.67649, -4.42015, 23.0418, -13.3776, -8840.31, 46083.5, -26755.3, 1, 8840.31, -46093.3, 26755.3
1644, 5.39381, 0.403286, 2.99284, 0.519072, -0.959244, 0.459764, 1038.14, -1918.49, 919.528, 1, -1038.14, 1908.68, -919.528
1645, 5.34644, 7.63394, 9.1978, 0.218711, -0.840617, -0.0537246, 437.423, -1681.23, -107.449, 1, -437.423, 1671.42, 107.449
1646, 0.282116, 7.7516, 8.63805, -0.0540242, -0.00132221, -0.00541102, -108.048, -2.64441, -10.822, 1, 108.048, -7.16559, 10.822
1647, 4.51343, 8.61289, 4.65478, -1.49532, 0.966254, -0.308827, -2990.65, 1932.51, -617.653, 1, 2990.65, -1942.32, 617.653
1648, 8.18321, 9.94801, 3.50805, 5.94065, -0.0994328, 6.24005, 11881.3, -198.866, 12480.1, 1, -11881.3, 189.056, -12480.1
1649, 4.65386, 0.219017, 7.31239, 191.618, -23.4305, -100.611, 383236, -46860.9, -201221, 1, -383236, 46851.1, 201221
1650, 5.66248, 0.742216, 7.92602, -1.59988, -4.21819, 2.36523, -3199.76, -8436.38, 4730.45, 1, 3199.76, 8426.57, -4730.45
1651, 3.61654, 7.97444, 2.15792, -1.55813, 0.0207652, -2.03988, -3116.25, 41.5303, -4079.77, 1, 3116.25, -51.3403, 4079.77
1652, 5.48918, 4.77473, 7.75734, -0.550208, -0.235511, -0.739087, -1100.42, -471.022, -1478.17, 1, 1100.42, 461.212, 1478.17
1653, 6.58302, 7.96072, 6.61769, 12.4615, -2.20486, 20.0068, 24923.1, -4409.71, 40013.7, 1, -24923.1, 4399.9, -40013.7
1654, 2.27422, 2.64221, 1.24989, 2.02945, -7.29572, 1.09026, 4058.9, -14591.4, 2180.51, 1, -4058.9, 14581.6, -2180.51
1655, 4.74389, 6.21466, 3.73194, -0.308075, 9.27655, -5.53932, -616.149, 18553.1, -11078.6, 1, 616.149, -18562.9, 11078.6
1656, 3.42007, 7.73881, 9.734, -1.58465, -0.790453, 0.080678, -3169.3, -1580.91, 161.356, 1, 3169.3, 1571.1, -161.356
1657, 2.35133, 4.36906, 0.715658, -0.163787, 1.9962, 1.5753, -327.575, 3992.39, 3150.59, 1, 327.575, -4002.2, -3150.59
1658, 5.41382, 2.68538, 0.12847, 0.610817, 0.127325, 3.96657, 1221.63, 254.649, 7933.13, 1, -1221.63, -264.459, -7933.13
1659, 5.93466, 9.75123, 8.34571, -0.214585, 0.15914, 0.237093, -429.169, 318.279, 474.186, 1, 429.169, -328.089, -474.186
1660, 9.56125, 3.93533, 8.52075, 0.636039, 1.98926, -0.147643, 1272.08, 3978.53, -295.285, 1, -1272.08, -3988.34, 295.285
1661, 2.2543, 6.52396, 0.821648, 13.1637, 42.1635, 62.5322, 26327.4, 84326.9, 125064, 1, -26327.4, -84336.7, -125064
1662, 5.22707, 6.35369, 3.12696, -0.314973, 0.31849, 0.163517, -629.946, 636.979, 327.034, 1, 629.946, -646.789, -327.034
1663, 7.10953, 2.25842, 4.76495, -420.917, 166.258, 2998.85, -841835, 332517, 5.9977e+06, 1, 841835, -332527, -5.9977e+06
1664, 3.80037, 4.40607, 8.6211, 39.1371, 44.5467, -3.83592, 78274.1, 89093.3, -7671.83, 1, -78274.1, -89103.1, 7671.83
1665, 3.34814, 6.90115, 0.0684881, 274.878, -29.9756, -26.1969, 549756, -59951.2, -52393.8, 1, -549756, 59941.4, 52393.8
1666, 0.0531793, 5.29511, 9.81411, 13.1221, -5.80795, 11.7102, 26244.3, -11615.9, 23420.5, 1, -26244.3, 11606.1, -23420.5
1667, 9.61005, 9.1813, 9.28609, 0.100222, -0.0961748, 0.706659, 200.445, -192.35, 1413.32, 1, -200.445, 182.54, -1413.32
1668, 9.38871, 5.99058, 2.5063, -31.3172, 15.6326, -3.50237, -62634.4, 31265.1, -7004.74, 1, 62634.4, -31274.9, 7004.74
1669, 8.69536, 5.71351, 6.38074, 0.912066, -2.60607, 0.310007, 1824.13, -5212.15, 620.015, 1, -1824.13, 5202.34, -620.015
1670, 5.49708, 8.43565, 0.715916, -5614.24, 1744.92, -11588.7, -1.12285e+07, 3.48983e+06, -2.31775e+07, 1, 1.12285e+07, -3.48984e+06, 2.31775e+07
1671, 4.53647, 4.83056, 1.84574, 1.57829, -1.10786, 0.272768, 3156.59, -2215.73, 545.536, 1, -3156.59, 2205.92, -545.536
1672, 9.6608, 0.831635, 0.714477, 1.45396, -1.45522, -3.06823, 2907.92, -2910.44, -6136.46, 1, -2907.92, 2900.63, 6136.46
1673, 4.19442, 0.0226895, 5.92222, 1.69418, -0.951559, -0.889689, 3388.36, -1903.12, -1779.38, 1, -3388.36, 1893.31, 1779.38
1674, 0.599178, 7.20392, 7.59048, -1.57938, -0.169313, 0.373566, -3158.76, -338.625, 747.132, 1, 3158.76, 328.815, -747.132
1675, 7.87332, 4.21157, 4.08526, 0.583659, -0.61445, -0.464225, 1167.32, -1228.9, -928.451, 1, -1167.32, 1219.09, 928.451
1676, 5.21237, 1.40414, 9.007, -0.978312, 0.840101, -1.61951, -1956.62, 1680.2, -3239.02, 1, 1956.62, -1690.01, 3239.02
1677, 8.83667, 9.22529, 5.24115, 0.172995, -0.0982757, -0.0276261, 345.991, -196.551, -55.2523, 1, -345.991, 186.741, 55.2523
1678, 2.54006, 5.5102, 0.237196, -0.0527297, -0.215588, -0.431731, -105.459, -431.177, -863.462, 1, 105.459, 421.367, 863.462
1679, 4.96845, 3.20245, 2.56977, 1.52441, -0.305733, -0.317931, 3048.82, -611.466, -635.863, 1, -3048.82, 601.656, 635.863
1680, 2.46348, 5.15377, 6.33807, -3.20599, 2.32228, -3.92456, -6411.99, 4644.55, -7849.12, 1, 6411.99, -4654.36, 7849.12
1681, 7.75482, 7.2657, 6.76335, 2.82305, -3.03464, -26.5295, 5646.09, -6069.27, -53059, 1, -5646.09, 6059.46, 53059
1682, 9.5199, 8.84858, 5.45337, -0.513846, -0.240115, -1.03701, -1027.69, -480.229, -2074.02, 1, 1027.69, 470.419, 2074.02
1683, 7.02279, 5.1045, 5.54521, 0.0916676, -0.156413, -0.171997, 183.335, -312.825, -343.993, 1, -183.335, 303.015, 343.993
1684, 9.84881, 9.65614, 6.65962, 0.0904213, 0.0214129, 0.0262091, 180.843, 42.8259, 52.4182, 1, -180.843, -52.6359, -52.4182
1685, 8.58878, 4.4474, 8.30632, 209.099, -26.6488, -130.348, 418199, -53297.6, -260696, 1, -418199, 53287.8, 260696
1686, 8.69487, 7.24929, 3.59205, 0.789032, -0.842911, 1.76207, 1578.06, -1685.82, 3524.15, 1, -1578.06, 1676.01, -3524.15
1687, 8.13059, 8.53695, 1.05066, -1.03456, -0.0800514, 3.70958, -2069.12, -160.103, 7419.16, 1, 2069.12, 150.293, -7419.16
1688, 7.67892, 9.80569, 7.37581, 0.247537, 0.205102, 0.179739, 495.075, 410.203, 359.479, 1, -495.075, -420.013, -359.479
1689, 3.3068, 6.09375, 5.78704, -254.516, 124.545, -100.117, -509032, 249091, -200235, 1, 509032, -249100, 200235
1690, 8.04428, 2.59936, 9.42413, -0.616805, -2.11323, 0.223733, -1233.61, -4226.46, 447.466, 1, 1233.61, 4216.65, -447.466
1691, 2.21193, 3.31251, 9.31257, 2.88905, 9.24046, -0.292536, 5778.11, 18480.9, -585.071, 1, -5778.11, -18490.7, 585.071
1692, 8.13247, 7.21703, 0.695253, -2.77834, 3.53269, -3.08373, -5556.67, 7065.39, -6167.45, 1, 5556.67, -7075.2, 6167.45
1693, 1.91198, 3.18106, 9.84427, -0.955013, -0.0634945, 1.73943, -1910.03, -126.989, 3478.86, 1, 1910.03, 117.179, -3478.86
1694, 0.00916986, 2.56236, 2.05833, -0.00891267, -0.598531, 1.12251, -17.8253, -1197.06, 2245.01, 1, 17.8253, 1187.25, -2245.01
1695, 4.8358, 2.12707, 9.02735, -0.241641, -0.22257, -0.20998, -483.282, -445.141, -419.959, 1, 483.282, 435.331, 419.959
1696, 5.39465, 5.15351, 9.3638, -0.313152, -0.0415556, -0.168824, -626.305, -83.1112, -337.648, 1, 626.305, 73.3012, 337.648
1697, 1.34762, 2.60542, 1.33388, -9.79116, -0.832647, -36.375, -19582.3, -1665.29, -72750.1, 1, 19582.3, 1655.48, 72750.1
1698, 5.30853, 9.39379, 0.608786, -645.001, 1652.67, 1615.82, -1.29e+06, 3.30534e+06, 3.23164e+06, 1, 1.29e+06, -3.30535e+06, -3.23164e+06
1699, 7.63398, 0.867242, 7.55172, 5485.04, 6801.1, 2064.03, 1.09701e+07, 1.36022e+07, 4.12806e+06, 1, -1.09701e+07, -1.36022e+07, -4.12806e+06
1700, 3.18606, 9.13851, 3.05974, 12.3031, 33.1667, -48.9415, 24606.3, 66333.4, -97882.9, 1, -24606.3, -66343.2, 97882.9
1701, 0.265607, 7.29466, 1.23814, -0.146874, 6.79099, 23.2287, -293.748, 13582, 46457.4, 1, 293.748, -13591.8, -46457.4
1702, 0.382268, 2.01184, 1.28645, -3.82602, -0.844925, 1.79625, -7652.04, -1689.85, 3592.49, 1, 7652.04, 1680.04, -3592.49
1703, 3.19347, 3.36643, 6.37129, -0.107166, 1.92351, -0.0698817, -214.332, 3847.03, -139.763, 1, 214.332, -3856.84, 139.763
1704, 3.50928, 9.43703, 4.90732, -0.186232, 0.0313312, -0.28252, -372.464, 62.6625, -565.041, 1, 372.464, -72.4725, 565.041
1705, 9.5422, 2.91618, 6.68443, 0.133932, 0.113033, -0.209456, 267.863, 226.067, -418.912, 1, -267.863, -235.877, 418.912
1706, 6.68196, 1.97607, 1.39283, -1.82183, 4.83463, 2.71688, -3643.66, 9669.26, 5433.76, 1, 3643.66, -9679.07, -5433.76
1707, 2.02412, 8.50518, 8.07737, -0.285848, -1.32041, 0.324877, -571.695, -2640.81, 649.754, 1, 571.695, 2631, -649.754
1708, 1.72749, 8.12687, 4.32699, -3.84456, 1.66663, 3.86177, -7689.12, 3333.25, 7723.55, 1, 7689.12, -3343.06, -7723.55
1709, 1.80901, 3.49101, 0.998686, 1.01594, -1.28689, 1.22897, 2031.88, -2573.78, 2457.94, 1, -2031.88, 2563.97, -2457.94
1710, 1.97636, 7.26773, 6.0584, -9.43673, 1.66559, -3.5284, -18873.5, 3331.17, -7056.81, 1, 18873.5, -3340.98, 7056.81
1711, 9.59692, 3.81463, 4.63089, 1.73772, -10.6164, -0.217854, 3475.44, -21232.7, -435.709, 1, -3475.44, 21222.9, 435.709
1712, 8.89402, 0.359528, 0.753211, -0.368252, -0.981239, 0.121387, -736.505, -1962.48, 242.774, 1, 736.505, 1952.67, -242.774
1713, 2.37428, 3.31488, 2.72825, -0.0941117, -0.0694718, 0.345721, -188.223, -138.944, 691.442, 1, 188.223, 129.134, -691.442
1714, 5.42819, 4.88919, 6.7194, -0.446061, -0.121215, -0.32794, -892.123, -242.431, -655.88, 1, 892.123, 232.621, 655.88
1715, 0.690802, 6.21831, 5.61773, -0.160274, -0.0424049, -0.836983, -320.547, -84.8099, -1673.97, 1, 320.547, 74.9999, 1673.97
1716, 1.78194, 9.07417, 1.30945, -23.6208, 24.0547, -40.3735, -47241.7, 48109.4, -80747.1, 1, 47241.7, -48119.3, 80747.1
1717, 1.71228, 0.70686, 3.39285, -0.0616905, 0.0480077, 0.0549916, -123.381, 96.0154, 109.983, 1, 123.381, -105.825, -109.983
1718, 2.31463, 6.53514, 7.08934, -13.4534, -10.7527, 37.2796, -26906.8, -21505.3, 74559.2, 1, 26906.8, 21495.5, -74559.2
1719, 8.87293, 2.61898, 3.66709, -0.0855107, -0.128323, -0.16308, -171.021, -256.646, -326.159, 1, 171.021, 246.836, 326.159
1720, 6.8566, 5.75076, 7.20755, -16.0312, -205.955, -174.446, -32062.5, -411911, -348892, 1, 32062.5, 411901, 348892
1721, 0.953653, 8.65859, 7.98291, 0.587402, -1.80981, -1.24459, 1174.8, -3619.63, -2489.19, 1, -1174.8, 3609.82, 2489.19
1722, 4.71069, 2.67636, 4.98443, 2.00103, 2.37644, 0.537513, 4002.06, 4752.88, 1075.03, 1, -4002.06, -4762.69, -1075.03
1723, 5.72868, 9.26827, 6.58199, -9.23765, 7.35992, 1.28676, -18475.3, 14719.8, 2573.52, 1, 18475.3, -14729.6, -2573.52
1724, 6.84883, 8.85085, 9.79815, -0.832974, -0.145607, -0.706929, -1665.95, -291.214, -1413.86, 1, 1665.95, 281.404, 1413.86
1725, 1.87978, 4.5777, 5.31378, -7.70931, 24.5773, -2.10061, -15418.6, 49154.6, -4201.23, 1, 15418.6, -49164.5, 4201.23
1726, 1.34745, 0.936256, 4.47919, 2.56407, 0.00423563, -1.21799, 5128.15, 8.47126, -2435.98, 1, -5128.15, -18.2813, 2435.98
1727, 0.957893, 9.99821, 4.8829, -0.505139, -1.23202, 0.614384, -1010.28, -2464.05, 1228.77, 1, 1010.28, 2454.24, -1228.77
1728, 2.36739, 8.04546, 3.5448, 15.6012, 8.63458, -7.38518, 31202.5, 17269.2, -14770.4, 1, -31202.5, -17279, 14770.4
1729, 1.66232, 1.50988, 9.45658, -0.040995, -0.00105066, 0.0205577, -81.9901, -2.10132, 41.1155, 1, 81.9901, -7.70868, -41.1155
1730, 9.37487, 3.17623, 9.03103, -71.4512, -143.074, -42.1147, -142902, -286147, -84229.5, 1, 142902, 286137, 84229.5
1731, 4.24829, 2.18359, 4.89164, 2.62511, -4.35122, 3.04257, 5250.21, -8702.44, 6085.15, 1, -5250.21, 8692.63, -6085.15
1732, 7.37963, 5.12149, 9.96423, -0.0203359, -7.19973, -6.04462, -40.6718, -14399.5, -12089.2, 1, 40.6718, 14389.7, 12089.2
1733, 6.64119, 4.3492, 8.54781, -7.90956, -0.0518117, -6.0139, -15819.1, -103.623, -12027.8, 1, 15819.1, 93.8134, 12027.8
1734, 3.11469, 0.356975, 2.96414, 0.152758, -0.0998533, 0.0604048, 305.515, -199.707, 120.81, 1, -305.515, 189.897, -120.81
1735, 7.67498, 0.0341967, 3.96325, 0.0342892, -0.0517382, 0.0769826, 68.5783, -103.476, 153.965, 1, -68.5783, 93.6665, -153.965
1736, 1.99682, 7.06361, 2.26593, 112.02, 151.309, -4.05327, 224041, 302617, -8106.53, 1, -224041, -302627, 8106.53
1737, 2.12723, 1.5451, 5.17282, -1.90972, -8.45122, -27.4552, -3819.44, -16902.4, -54910.3, 1, 3819.44, 16892.6, 54910.3
1738, 4.52361, 6.46403, 4.7151, 2.57112, -0.848515, -4.47223, 5142.25, -1697.03, -8944.46, 1, -5142.25, 1687.22, 8944.46
1739, 1.76873, 5.72196, 0.0177042, -0.0736784, -0.0940141, -0.134124, -147.357, -188.028, -268.247, 1, 147.357, 178.218, 268.247
1740, 7.25021, 6.98304, 2.0543, 2.41165, -0.292951, 1.63407, 4823.3, -585.902, 3268.14, 1, -4823.3, 576.092, -3268.14
1741, 9.83584, 3.00559, 4.13865, 3.90537, 1.06513, -2.17453, 7810.75, 2130.25, -4349.07, 1, -7810.75, -2140.06, 4349.07
1742, 1.29014, 8.71953, 6.37009, 7.07686, 4.83468, -0.710667, 14153.7, 9669.36, -1421.33, 1, -14153.7, -9679.17, 1421.33
1743, 5.70285, 0.205408, 2.60279, 0.3595, -0.726869, -0.419285, 718.999, -1453.74, -838.57, 1, -718.999, 1443.93, 838.57
1744, 7.37364, 6.19327, 0.940017, -36.8237, -186.068, -180.211, -73647.4, -372135, -360422, 1, 73647.4, 372126, 360422
1745, 9.29486, 4.60457, 1.37157, -0.0304566, -0.0378429, -0.00906648, -60.9133, -75.6858, -18.133, 1, 60.9133, 65.8758, 18.133
1746, 2.87669, 1.06508, 2.41531, 15.5685, -23.2037, 35.5433, 31137, -46407.5, 71086.6, 1, -31137, 46397.7, -71086.6
1747, 6.36587, 3.55203, 0.521804, -14.6806, -10.5126, -1.31229, -29361.2, -21025.1, -2624.58, 1, 29361.2, 21015.3, 2624.58
1748, 3.85565, 9.41027, 8.79736, 0.0259617, 0.1255, -0.0665889, 51.9234, 251, -133.178, 1, -51.9234, -260.81, 133.178
1749, 2.86123, 1.7379, 7.90044, 0.245306, -0.164611, -0.0701228, 490.612, -329.221, -140.246, 1, -490.612, 319.411, 140.246
1750, 6.95293, 2.19087, 4.37124, -8593.13, -465.941, 19492.6, -1.71863e+07, -931882, 3.89852e+07, 1, 1.71863e+07, 931872, -3.89852e+07
1751, 9.04738, 2.40634, 0.384345, 150.886, -3.07544, 145.332, 301772, -6150.87, 290664, 1, -301772, 6141.06, -290664
1752, 0.682108, 9.45566, 9.65518, -5.44301, 4.01912, -1.85071, -10886, 8038.24, -3701.42, 1, 10886, -8048.05, 3701.42
1753, 9.56655, 9.35857, 3.91284, 0.291926, 2.14013, 0.172638, 583.853, 4280.26, 345.276, 1, -583.853, -4290.07, -345.276
1754, 2.04786, 3.53365, 4.81667, -0.227967, -0.139237, 0.18491, -455.934, -278.475, 369.82, 1, 455.934, 268.665, -369.82
1755, 1.27898, 6.14908, 9.70653, 6.66612, 23.5488, -6.77532, 13332.2, 47097.5, -13550.6, 1, -13332.2, -47107.4, 13550.6
1756, 3.49753, 3.95918, 3.38969, 34.6205, 62.2661, -22.0224, 69241, 124532, -44044.7, 1, -69241, -124542, 44044.7
1757, 4.63583, 0.104817, 1.47415, -0.567293, -0.0935228, -0.0828516, -1134.59, -187.046, -165.703, 1, 1134.59, 177.236, 165.703
1758, 5.96463, 2.70393, 5.49639, 0.0365015, -0.426416, -0.24263, 73.003, -852.833, -485.26, 1, -73.003, 843.023, 485.26
1759, 7.87095, 0.35279, 4.57114, 0.0865417, -0.000847821, -0.0500296, 173.083, -1.69564, -100.059, 1, -173.083, -8.11436, 100.059
1760, 9.70163, 6.42817, 5.75479, -3.65588, -3.3813, 6.99976, -7311.75, -6762.6, 13999.5, 1, 7311.75, 6752.79, -13999.5
1761, 9.30971, 8.63273, 4.57382, -0.459703, 0.797532, 0.690693, -919.405, 1595.06, 1381.39, 1, 919.405, -1604.87, -1381.39
1762, 9.68478, 5.92022, 3.46023, 0.12003, 0.233749, 0.84564, 240.059, 467.497, 1691.28, 1, -240.059, -477.307, -1691.28
1763, 6.47449, 1.6922, 6.99607, -0.24495, 7.50829, 2.06472, -489.9, 15016.6, 4129.45, 1, 489.9, -15026.4, -4129.45
1764, 0.243412, 9.76992, 1.60068, -3.28618, 2.93996, -2.77533, -6572.37, 5879.93, -5550.66, 1, 6572.37, -5889.74, 5550.66
1765, 5.3921, 1.69398, 0.80901, -0.53274, -3.10341, -0.757887, -1065.48, -6206.82, -1515.77, 1, 1065.48, 6197.01, 1515.77
1766, 7.58449, 8.33837, 7.21195, 1.4933, 0.598981, 0.329795, 2986.59, 1197.96, 659.59, 1, -2986.59, -1207.77, -659.59
1767, 9.10426, 3.18979, 7.94704, 0.00788995, -0.0246604, -0.156421, 15.7799, -49.3208, -312.842, 1, -15.7799, 39.5108, 312.842
1768, 8.82677, 1.32688, 1.23998, -0.324742, 0.228228, -0.0839847, -649.484, 456.456, -167.969, 1, 649.484, -466.266, 167.969
